#{"t_start": 1789174276.729187, "env_id": "FetchReachDense-v4"}
r,l,t,is_success
-0.871044,50,104.901404,1.0
-1.292643,50,105.067415,1.0
-0.766538,50,105.231649,1.0
-0.714516,50,105.39108,1.0
-0.850509,50,105.550643,1.0
-0.663415,50,105.715535,1.0
-0.93626,50,105.901402,1.0
-0.690389,50,106.089242,1.0
-0.856082,50,106.275083,1.0
-1.033329,50,106.461229,1.0
-1.720594,50,106.654012,1.0
-0.921839,50,106.829818,1.0
-0.969793,50,107.011762,1.0
-1.866355,50,107.18818,1.0
-0.929105,50,107.360339,1.0
-1.40327,50,107.544483,1.0
-2.073337,50,107.738616,1.0
-2.09783,50,107.931854,1.0
-1.6018,50,108.120344,1.0
-1.63955,50,108.313133,1.0
-0.732616,50,108.49304,1.0
-1.068051,50,108.679233,1.0
-0.86971,50,108.857734,1.0
-0.946979,50,109.032728,1.0
-0.801741,50,109.199002,1.0
-1.075881,50,109.364348,1.0
-1.000868,50,109.537824,1.0
-0.99498,50,109.714436,1.0
-0.901416,50,109.884803,1.0
-0.789539,50,110.060611,1.0
-0.512874,50,110.235892,1.0
-0.807462,50,110.414615,1.0
-0.832751,50,110.597704,1.0
-0.625454,50,110.782375,1.0
-0.968566,50,110.954011,1.0
-0.696405,50,111.119708,1.0
-0.888604,50,111.289826,1.0
-0.824845,50,111.464875,1.0
-0.718516,50,111.63175,1.0
-0.936947,50,111.801504,1.0
-1.069047,50,111.978455,1.0
-0.909963,50,112.16646,1.0
-0.887082,50,112.348148,1.0
-1.099799,50,112.514316,1.0
-1.047119,50,112.676815,1.0
-0.913146,50,112.842155,1.0
-0.827637,50,113.016695,1.0
-1.097546,50,113.194115,1.0
-0.646452,50,113.371897,1.0
-0.939236,50,113.543073,1.0
-0.565834,50,113.711158,1.0
-0.931365,50,113.880582,1.0
-0.806749,50,114.05047,1.0
-1.603379,50,114.224304,1.0
-0.714582,50,114.388029,1.0
-1.05991,50,114.569524,1.0
-0.773328,50,114.743685,1.0
-0.847441,50,114.90819,1.0
-1.670795,50,115.075381,1.0
-0.806161,50,115.238917,1.0
-1.792012,50,115.420079,1.0
