#{"t_start": 1789168584.9362738, "env_id": "AdroitHandDoor-v1"}
r,l,t
-43.922528,200,2311.79297
3053.118345,200,2312.929494
2099.634152,200,2314.048105
1033.357917,200,2315.174096
323.47408,200,2316.313019
2156.083091,200,2317.437035
-48.374753,200,2318.633191
346.212912,200,2319.770892
-44.847086,200,2320.911808
-44.79599,200,2322.043151
1800.164419,200,2323.190576
-47.235596,200,2324.317377
3053.892688,200,2325.435735
923.0331,200,2326.568449
2658.987246,200,2327.695831
1942.176553,200,2328.816153
-47.844238,200,2330.009421
2780.809234,200,2331.14314
2400.703473,200,2332.266718
523.027748,200,2333.399082
1520.248038,200,2334.519125
-45.103061,200,2335.709861
-45.905373,200,2336.845197
2649.900782,200,2337.965368
2766.566994,200,2339.091204
1596.212967,200,2340.225109
763.90739,200,2341.365297
51.691472,200,2342.502951
7.233513,200,2343.636588
202.875746,200,2344.759478
1599.26532,200,2345.88526
1217.522884,200,2347.037893
-38.961094,200,2348.249545
274.172629,200,2349.393343
292.358569,200,2350.529069
2788.640699,200,2351.669952
69.299685,200,2352.810441
118.776339,200,2354.000522
305.318502,200,2355.127478
2805.412068,200,2356.249477
1402.114337,200,2357.381829
2319.322392,200,2358.506739
-44.878588,200,2359.747832
-34.629174,200,2360.867323
2244.284081,200,2362.022198
-46.556314,200,2363.19465
-45.535551,200,2364.429694
-46.024107,200,2365.558296
-46.344865,200,2366.727275
324.537573,200,2367.912678
141.091864,200,2369.046421
2900.224724,200,2370.172678
-46.854992,200,2371.320541
-47.26887,200,2372.455691
37.837342,200,2373.57637
-47.211114,200,2374.797643
-44.067689,200,2375.943776
2393.272193,200,2377.080779
-46.860869,200,2378.276124
34.295748,200,2379.410922
-46.758607,200,2381.044198
395.253438,200,2382.173124
-46.940191,200,2383.360601
-45.516568,200,2384.584989
-45.139784,200,2385.756343
-45.321937,200,2386.970003
-45.705677,200,2388.187664
1527.583662,200,2389.312783
-39.663181,200,2390.453964
-46.273405,200,2391.65569
-45.197672,200,2392.877057
-47.269036,200,2394.02172
451.664027,200,2395.160114
2555.358829,200,2396.301143
-36.140217,200,2397.41913
2732.059125,200,2398.603629
292.431219,200,2399.720172
-38.430328,200,2400.837629
-46.202029,200,2402.022352
2307.678501,200,2403.175183
-48.019612,200,2404.331344
-46.319472,200,2405.473513
2454.824682,200,2406.604223
226.535256,200,2407.741867
1115.685913,200,2408.912506
141.300621,200,2410.03665
-44.938179,200,2411.277468
197.646664,200,2412.461862
2106.525837,200,2413.696631
25.081953,200,2414.846604
-45.36867,200,2416.119956
3.352244,200,2417.307464
251.98908,200,2418.547313
2612.49809,200,2419.66633
274.489702,200,2420.809818
1456.57077,200,2421.955765
-45.092062,200,2423.118065
110.675024,200,2424.262148
153.612243,200,2425.457996
733.400044,200,2426.604654
556.798369,200,2427.745575
-45.822182,200,2428.984625
253.275826,200,2430.10739
1837.062459,200,2431.238738
-44.916019,200,2432.396714
-1.065179,200,2433.554712
57.884478,200,2434.706903
-45.975934,200,2435.911361
-47.06532,200,2437.10158
-48.868475,200,2438.246126
-46.474106,200,2439.38022
-46.828189,200,2440.55292
3140.193193,200,2441.670472
1315.905288,200,2442.831757
1499.555203,200,2443.960506
94.113014,200,2445.119282
123.794763,200,2446.268953
224.995017,200,2447.401984
-48.196881,200,2448.551613
-47.644439,200,2449.719485
153.780322,200,2450.869811
-45.418025,200,2452.045459
1625.740531,200,2453.199062
-46.116522,200,2454.39052
-46.033825,200,2455.633972
-45.72778,200,2456.946834
1501.038483,200,2458.11465
-45.055614,200,2459.250997
719.187197,200,2460.381249
2937.971336,200,2461.556497
2107.665775,200,2462.728447
1968.855417,200,2463.897374
144.204188,200,2465.043924
17.723221,200,2466.22642
-50.414693,200,2467.369963
778.677224,200,2468.495505
765.050508,200,2469.635397
2374.920096,200,2470.800727
639.490954,200,2471.970773
-5.623948,200,2473.137193
453.937947,200,2474.350088
1655.084578,200,2475.501994
-45.246315,200,2476.813675
-45.114343,200,2478.062106
-46.760068,200,2479.322051
3218.355059,200,2480.468044
2874.58789,200,2481.63339
-46.734572,200,2482.87546
-47.609141,200,2484.078936
2422.567122,200,2485.237981
2577.946075,200,2486.39765
-44.721098,200,2487.544161
2588.503721,200,2488.682977
295.952063,200,2489.831965
6.677259,200,2491.055602
-37.70427,200,2492.196078
2738.501686,200,2493.324601
176.788256,200,2494.467975
-45.780584,200,2495.614628
2429.915833,200,2496.744621
-15.567318,200,2497.873471
-38.779158,200,2499.014392
1023.901351,200,2500.216919
-35.953812,200,2501.367851
106.833109,200,2502.499914
-47.590065,200,2503.636348
2451.865113,200,2504.765034
2245.696027,200,2505.902827
2680.607769,200,2507.039921
1742.466163,200,2508.168178
120.265172,200,2509.31414
496.419554,200,2510.452443
-43.963487,200,2511.601802
88.103089,200,2512.740494
1559.725935,200,2513.869253
2456.755179,200,2515.006819
38.810542,200,2516.145649
2616.763335,200,2517.293373
169.757461,200,2518.414194
-46.029351,200,2519.614963
-44.85499,200,2520.770069
1703.377003,200,2521.896631
1713.225225,200,2523.033613
2636.961453,200,2524.186046
2801.35154,200,2525.317925
290.174459,200,2526.965258
2875.89729,200,2528.094504
1488.332395,200,2529.227672
1971.514204,200,2530.39403
2312.355561,200,2531.57844
2422.468413,200,2532.720364
1804.354259,200,2533.874632
786.368525,200,2535.01217
1301.010784,200,2536.238307
3199.832202,200,2537.364737
1437.333959,200,2538.503422
2436.605253,200,2539.66505
2634.087813,200,2540.818303
2648.518772,200,2541.969129
2389.255991,200,2543.095432
1695.738268,200,2544.28224
1107.161829,200,2545.464324
1699.810169,200,2546.620955
2646.001523,200,2547.761157
-45.804871,200,2548.911474
-43.868783,200,2550.178141
2576.711238,200,2551.324099
550.810257,200,2552.499128
-43.319021,200,2553.730349
1638.794604,200,2554.880182
1191.767389,200,2556.029861
2348.300462,200,2557.197319
2213.678345,200,2558.343643
903.6673,200,2559.484044
818.826471,200,2560.639472
3137.623205,200,2561.762183
-44.746282,200,2562.914597
2363.466759,200,2564.078696
1111.463404,200,2565.22157
1835.21852,200,2566.355859
2570.391804,200,2567.505354
1988.507146,200,2568.652957
2124.99849,200,2569.803792
3059.817081,200,2570.97522
-43.758223,200,2572.245908
2614.213469,200,2573.393372
21.02956,200,2574.553231
2570.115387,200,2575.695697
2525.859677,200,2576.857628
2118.988743,200,2577.992602
1252.486601,200,2579.16537
-44.459067,200,2580.402739
599.415061,200,2581.548177
162.981014,200,2582.687469
890.283384,200,2583.822238
265.663626,200,2584.975542
418.450152,200,2586.120639
2339.126179,200,2587.250331
1176.475246,200,2588.36489
115.997539,200,2589.531678
3016.449767,200,2590.649589
-47.583793,200,2591.785444
259.079764,200,2592.906767
-13.68544,200,2594.039778
90.292361,200,2595.1703
468.241782,200,2596.304373
-45.313812,200,2597.502354
68.005424,200,2598.645447
-17.980858,200,2599.794077
2634.843343,200,2600.967469
617.960794,200,2602.168269
2414.905123,200,2603.351643
2287.111348,200,2604.512073
1083.286177,200,2605.681281
2608.457484,200,2606.834575
2778.499535,200,2607.995462
2843.849985,200,2609.165244
277.707589,200,2610.328461
2587.579134,200,2611.509433
-45.765362,200,2612.755996
2633.731629,200,2613.925971
572.721857,200,2615.095485
2738.092142,200,2616.243286
1693.001785,200,2617.431696
2681.704869,200,2618.592077
1922.361151,200,2619.726281
-47.46277,200,2620.88675
-45.223984,200,2622.024406
-44.029985,200,2623.228749
-46.158413,200,2624.368815
2529.151229,200,2625.506929
2648.996186,200,2626.645612
2226.909961,200,2627.782012
2334.424171,200,2628.917491
1537.260571,200,2630.113622
-39.683275,200,2631.276496
1281.256291,200,2632.449155
927.292356,200,2633.638291
597.406251,200,2634.83745
-46.270147,200,2636.009216
7.877655,200,2637.182325
-46.501971,200,2638.346456
54.388412,200,2639.52113
1274.374062,200,2640.66196
1537.853739,200,2641.858593
2486.573582,200,2642.99294
706.4192,200,2644.125478
1400.212397,200,2645.326242
-45.869236,200,2646.47412
274.809539,200,2647.632577
2618.663942,200,2648.772
319.607186,200,2649.923009
2548.118076,200,2651.055144
178.538601,200,2652.258653
1939.600694,200,2653.408339
2105.626501,200,2654.553998
121.040466,200,2655.756983
770.77128,200,2656.905127
-36.776239,200,2658.046223
-44.593948,200,2659.285944
2731.198295,200,2660.45124
1271.318714,200,2661.592585
2782.483143,200,2662.725511
1759.56275,200,2663.867632
-47.551488,200,2665.017122
176.804876,200,2666.213971
164.517082,200,2667.480222
21.66388,200,2668.705435
2983.711389,200,2669.916337
1659.923234,200,2671.126338
1512.451371,200,2672.718008
1245.282737,200,2673.913289
2680.831554,200,2675.128353
-43.398689,200,2676.324696
-43.862784,200,2677.5736
314.326654,200,2678.83079
2256.181339,200,2680.036357
1741.724379,200,2681.290722
302.610314,200,2682.593681
307.229648,200,2683.880977
2424.554831,200,2685.124873
-44.769708,200,2686.394244
1255.822133,200,2687.599795
2961.239568,200,2688.794476
1330.430429,200,2689.967973
237.550196,200,2691.127976
126.370546,200,2692.315371
2549.314243,200,2693.496595
442.297192,200,2694.720956
2624.832601,200,2695.847506
-47.296662,200,2697.0515
728.026253,200,2698.273336
2492.268028,200,2699.46841
2513.129187,200,2700.606389
1216.790767,200,2701.754023
-47.307173,200,2702.970446
-46.485076,200,2704.167213
-33.187957,200,2705.396611
-43.317183,200,2706.606927
3034.676815,200,2707.800682
-32.522469,200,2708.989331
-43.490218,200,2710.143509
865.307558,200,2711.354911
-37.171518,200,2712.54624
270.586528,200,2713.789075
-45.482761,200,2714.975927
2440.661576,200,2716.170868
2543.008532,200,2717.370409
-45.814567,200,2718.605354
3067.337343,200,2719.807394
2529.720136,200,2721.027123
2597.50452,200,2722.220339
2091.211466,200,2723.409004
2464.143107,200,2724.625428
2187.613749,200,2725.822211
-46.410095,200,2727.023568
2765.380423,200,2728.274156
1380.42697,200,2729.488091
-45.777337,200,2730.74579
2605.023611,200,2731.947566
2553.687275,200,2733.143472
-44.660877,200,2734.459901
36.542325,200,2735.657762
1644.573651,200,2736.851894
1146.548517,200,2738.066587
866.27449,200,2739.25187
2516.764833,200,2740.476542
2572.228587,200,2741.682285
65.346599,200,2742.918054
-46.16175,200,2744.117178
157.340169,200,2745.290216
2731.393094,200,2746.454325
2317.94906,200,2747.60664
1126.176164,200,2748.825524
2464.067054,200,2750.026694
2184.990072,200,2751.253741
-8.851735,200,2752.470932
-45.533117,200,2753.688771
-40.131827,200,2754.862727
3073.962877,200,2756.038073
1657.389323,200,2757.214713
455.372403,200,2758.377941
1946.752714,200,2759.519361
2737.514741,200,2760.670104
3083.229936,200,2761.838496
327.906018,200,2762.989089
-45.165931,200,2764.126658
2952.000636,200,2765.262392
1546.064299,200,2766.450636
1793.396195,200,2767.6349
1561.170626,200,2768.833324
-47.769375,200,2769.960088
-50.228485,200,2771.11848
199.379007,200,2772.251764
-45.52522,200,2773.40805
1759.729201,200,2774.526508
1473.71102,200,2775.709424
2649.191144,200,2776.870328
319.115395,200,2778.007892
307.83333,200,2779.124386
282.143693,200,2780.246608
61.241282,200,2781.403045
1227.223302,200,2782.552254
29.281024,200,2783.704279
2201.952973,200,2784.854038
2550.911343,200,2785.995283
2699.596445,200,2787.134559
2495.83554,200,2788.255054
853.769649,200,2789.398357
2597.262419,200,2790.553204
2406.518122,200,2791.682439
726.062606,200,2792.825224
1912.532247,200,2793.980584
123.218307,200,2795.107602
360.035658,200,2796.246141
-45.272845,200,2797.377085
1058.922225,200,2798.520406
2173.249699,200,2799.668752
2518.063824,200,2800.791975
377.91463,200,2801.988243
296.058242,200,2803.122006
1143.278591,200,2804.25693
1620.803786,200,2805.398979
-41.867183,200,2806.603702
-24.62939,200,2807.750798
-45.675243,200,2808.944786
2320.004813,200,2810.10404
2090.373292,200,2811.242405
950.385023,200,2812.383009
2441.847634,200,2813.547596
1484.968333,200,2814.702994
-47.362577,200,2815.931088
-47.041042,200,2817.188879
2445.017245,200,2818.330736
-42.781343,200,2819.475796
