#{"t_start": 1789218848.1384692, "env_id": "HandReachDense-v3"}
r,l,t,is_success
-6.117095,50,29.738915,0.0
-5.707214,50,29.774028,0.0
-5.044663,50,29.808933,0.0
-4.27248,50,29.843889,0.0
-6.545302,50,29.879167,0.0
-5.682542,50,29.914882,0.0
-5.631038,50,29.950315,0.0
-6.028833,50,29.985358,0.0
-6.008137,50,30.020286,0.0
-5.344491,50,30.055163,0.0
-5.55754,50,30.090415,0.0
-5.548386,50,30.125677,0.0
-5.966779,50,30.160949,0.0
-6.870656,50,30.195608,0.0
-5.684567,50,30.231264,0.0
-4.361487,50,30.266794,0.0
-5.210206,50,30.301978,0.0
-4.204035,50,30.336954,0.0
-5.016389,50,30.372491,0.0
-6.156513,50,30.407403,0.0
-5.87095,50,30.442376,0.0
-5.999921,50,30.477741,0.0
-5.392349,50,30.512411,0.0
-6.532461,50,30.547372,0.0
-5.738112,50,30.582517,0.0
-5.948517,50,30.61783,0.0
